context,question,answer,valid?
"DOSEN, PEMBIMBING AKADEMIK, DAN PEMBIMBING TUGAS AKHIR",Apa saja kriteria atau persyaratan yang harus dipenuhi untuk menjadi pembimbing kedua tugas akhir?,"Persyaratan untuk menjadi pembimbing kedua tugas akhir adalah seorang dosen tetap universitas, dosen tidak tetap, atau pakar dari lembaga lain yang disetarakan dengan pendidikan magister, serta mempunyai bidang kepakaran yang relevan dengan tugas akhir.",
"DOSEN, PEMBIMBING AKADEMIK, DAN PEMBIMBING TUGAS AKHIR",Bagaimana prosedur penetapan penugasan dosen pembimbing tugas akhir/skripsi?,"Penugasan dosen pembimbing tugas akhir/skripsi ditetapkan dengan Keputusan Dekan, yang didasarkan pada usulan dari Jurusan atau Program Studi.",
"DOSEN, PEMBIMBING AKADEMIK, DAN PEMBIMBING TUGAS AKHIR",Berapa batas maksimal jumlah mahasiswa yang dapat dibimbing oleh seorang dosen dalam penyusunan tugas akhir per semester?,Beban kerja dosen dalam membimbing penelitian terstruktur untuk penyusunan tugas akhir dibatasi paling banyak 8 (delapan) mahasiswa per semester.,
"DOSEN, PEMBIMBING AKADEMIK, DAN PEMBIMBING TUGAS AKHIR",Berapa beban kerja maksimal dosen dalam membimbing mahasiswa untuk penyusunan tugas akhir setiap semester?,Beban kerja dosen dalam membimbing penelitian terstruktur untuk penyusunan tugas akhir paling banyak 8 (delapan) mahasiswa per semester.,
"DOSEN, PEMBIMBING AKADEMIK, DAN PEMBIMBING TUGAS AKHIR",Dalam kondisi apa koordinator program studi dapat mengusulkan penggantian dosen pembimbing skripsi?,Koordinator program studi dapat mengusulkan penggantian dosen pembimbing skripsi apabila proses pembimbingan tidak berjalan dengan baik dan teratur.,
"DOSEN, PEMBIMBING AKADEMIK, DAN PEMBIMBING TUGAS AKHIR",Bagaimana ketentuan frekuensi minimal dan pencatatan dalam pelaksanaan pembimbingan tugas akhir per semester?,Pembimbingan dilakukan paling sedikit 6 (enam) kali dalam satu semester dan wajib direkam dalam buku atau kartu bimbingan.,
"DOSEN, PEMBIMBING AKADEMIK, DAN PEMBIMBING TUGAS AKHIR",Apa saja tugas dosen pembimbing tugas akhir/skripsi dalam mengarahkan topik penelitian mahasiswa?,"Dosen pembimbing tugas akhir/skripsi bertugas mengarahkan topik-topik penelitian yang mendukung roadmap penelitian Fakultas, Universitas, atau Rencana Induk Riset Nasional (RIRN), serta topik yang menjadi prioritas pemerintah, kemudian memberikan persetujuan atas topik yang diambil mahasiswa bimbingannya sesuai arahan tersebut.",
"DOSEN, PEMBIMBING AKADEMIK, DAN PEMBIMBING TUGAS AKHIR",Bagaimana peran dosen pembimbing tugas akhir/skripsi dalam menjamin kualitas dan format penulisan karya ilmiah mahasiswa?,"Dosen pembimbing tugas akhir/skripsi berperan mengarahkan dan memastikan mahasiswa mampu menyusun penelitian/tugas akhir yang benar dan berkualitas sesuai kaidah ilmiah, serta mengkoreksi dan memastikan laporan tugas akhir/skripsi telah disusun dengan baik sesuai kaidah dan format penulisan ilmiah.",
"DOSEN, PEMBIMBING AKADEMIK, DAN PEMBIMBING TUGAS AKHIR",Apa tanggung jawab dosen pembimbing tugas akhir/skripsi terkait kesiapan ujian mahasiswa bimbingannya?,Dosen pembimbing tugas akhir/skripsi bertanggung jawab memastikan bahwa mahasiswa bimbingannya mampu dan sudah siap untuk diujikan tugas akhir/skripsinya.,
"DOSEN, PEMBIMBING AKADEMIK, DAN PEMBIMBING TUGAS AKHIR",Apa tugas utama seorang pembimbing terkait kesiapan mahasiswa untuk ujian tugas akhir?,Tugas utama seorang pembimbing adalah memastikan bahwa mahasiswa bimbingannya mampu dan sudah siap diujikan tugas akhir/skripsinya.,
"DOSEN, PEMBIMBING AKADEMIK, DAN PEMBIMBING TUGAS AKHIR",Bagaimana peran pembimbing dalam upaya mahasiswa menyusun artikel ilmiah untuk publikasi?,Pembimbing berperan untuk mengarahkan dan memastikan bimbingannya telah menyusun artikel ilmiah yang siap dipublikasikan minimal di jurnal nasional terakreditasi.,
"DOSEN, PEMBIMBING AKADEMIK, DAN PEMBIMBING TUGAS AKHIR",Dalam periode berapa lama pembimbing perlu mengarahkan dan memantau mahasiswa yang dibimbing terkait pengisian tracer study?,Pembimbing perlu mengarahkan dan memantau mahasiswa yang dibimbing untuk mengisi tracer study dalam periode minimal 2 tahun setelah lulus.,
"DOSEN, PEMBIMBING AKADEMIK, DAN PEMBIMBING TUGAS AKHIR",Apa kewajiban dosen pembimbing tugas akhir atau skripsi terkait proses pembimbingan?,Dosen pembimbing tugas akhir atau skripsi wajib mengupayakan penyelesaian pembimbingan tugas akhir atau skripsi.,
"DOSEN, PEMBIMBING AKADEMIK, DAN PEMBIMBING TUGAS AKHIR",Berapa lama batas waktu maksimal yang harus diupayakan oleh dosen pembimbing untuk menyelesaikan pembimbingan tugas akhir atau skripsi?,Dosen pembimbing harus mengupayakan penyelesaian pembimbingan tugas akhir atau skripsi maksimal dalam 1 (satu) semester atau 2 (dua) semester bagi bidang ilmu tertentu.,
SEMESTER ANTARA,"Apakah UPN ""Veteran"" Jawa Timur dapat menyelenggarakan Semester Antara dalam satu tahun akademik?","Ya, UPN ""Veteran"" Jawa Timur dapat menyelenggarakan Semester Antara, meskipun satu tahun akademik terdiri atas 2 (dua) semester.",
SEMESTER ANTARA,Berapa lama durasi minimal Semester Antara dan berapa batas maksimal beban belajar mahasiswa yang diizinkan?,Semester Antara diselenggarakan selama paling sedikit 8 (delapan) minggu dan beban belajar mahasiswa paling banyak 9 (sembilan) sks.,
SEMESTER ANTARA,Pihak mana yang bertanggung jawab untuk mengatur pelaksanaan Semester Antara?,Pelaksanaan Semester Antara diatur oleh Fakultas sesuai kebutuhan.,
STATUS MAHASISWA,Status akademik apa saja yang dapat dimiliki mahasiswa pada setiap semester?,"Pada setiap semester, mahasiswa memiliki salah satu status akademik tertentu, yakni: aktif, tidak aktif, cuti akademik, mendapatkan sanksi, pindah studi (transfer), undur diri, putus studi/Drop Out (DO), meninggal dunia, atau lulus.",
STATUS MAHASISWA,Apa yang dilakukan Fakultas terkait status mahasiswa pada setiap semester?,Fakultas melakukan evaluasi dan analisis terhadap status mahasiswa pada setiap semester.,
STATUS MAHASISWA,Apa tujuan Fakultas melakukan evaluasi dan analisis terhadap status mahasiswa pada setiap semester?,Tujuan Fakultas melakukan evaluasi dan analisis terhadap status mahasiswa pada setiap semester adalah sebagai bagian dari proses penjaminan mutu.,
CUTI AKADEMIK,Apa yang dimaksud dengan cuti akademik dan berapa lama durasinya?,"Cuti akademik adalah masa tidak mengikuti kegiatan akademik untuk waktu sekurang-kurangnya 1 (satu) semester dan sebanyak-banyaknya 2 (dua) semester, yang tidak berturut-turut.",
CUTI AKADEMIK,Siapakah mahasiswa yang dapat diberikan cuti akademik?,"Cuti akademik hanya dapat diberikan kepada mahasiswa yang telah mengikuti kegiatan akademik sekurang-kurangnya 2 (dua) semester, kecuali untuk cuti akademik karena alasan khusus.",
CUTI AKADEMIK,Apa yang menjadi dasar pemberian cuti akademik karena alasan khusus dan berikan contohnya?,"Cuti akademik karena alasan khusus diberikan karena mahasiswa mengalami halangan yang tidak dapat dihindari, antara lain karena melahirkan, melaksanakan tugas negara, tugas universitas atau menjalani pengobatan yang tidak memungkinkan untuk mengikuti kegiatan akademik.",
CUTI AKADEMIK,Bagaimana perhitungan masa studi bagi mahasiswa yang mengambil cuti akademik?,Cuti akademik tidak dihitung sebagai masa studi.,
CUTI AKADEMIK,Kegiatan apa yang tidak diperkenankan bagi mahasiswa yang telah memperoleh izin cuti akademik?,Mahasiswa yang telah memperoleh izin cuti akademik tidak diperkenankan melakukan kegiatan akademik.,
CUTI AKADEMIK,Siapa yang mengajukan permohonan cuti akademik dan apa saja persyaratan yang harus dipenuhi dalam pengajuannya?,"Permohonan cuti akademik diajukan oleh mahasiswa bersangkutan kepada Rektor c/q Warek I dengan alasan yang dapat diterima secara akademik dan diketahui oleh orang tua, Koordinator Program Studi, serta Dekan.",
CUTI AKADEMIK,Dalam bentuk apa persetujuan cuti akademik diterbitkan?,Persetujuan cuti akademik diterbitkan dalam bentuk Surat izin Cuti Akademik.,
CUTI AKADEMIK,Kapan permohonan cuti akademik harus diajukan?,Permohonan cuti akademik harus diajukan sebelum pelaksanaan atau jadwal registrasi administratif.,
CUTI AKADEMIK,Dokumen apa saja yang wajib dilampirkan dalam permohonan cuti akademik?,"Dokumen yang wajib dilampirkan dalam permohonan cuti akademik meliputi transkrip akademik, bukti pembayaran UKT terakhir, fotokopi Kartu Tanda Mahasiswa (KTM), dan dokumen pendukung alasan cuti.",
TIDAK AKTIF,Apa yang menyebabkan seorang mahasiswa memperoleh status akademik tidak aktif pada semester berjalan?,Mahasiswa akan memperoleh status akademik tidak aktif pada semester berjalan apabila tidak melaksanakan registrasi administratif dan/atau registrasi akademik.,
TIDAK AKTIF,Berapa persentase biaya pendidikan yang wajib dibayarkan oleh mahasiswa selama periode status tidak aktif?,Mahasiswa yang berstatus tidak aktif diwajibkan membayar biaya pendidikan sebesar 100 (seratus) persen selama semester tidak aktif.,
TIDAK AKTIF,Bagaimana seorang mahasiswa dapat kehilangan statusnya sebagai mahasiswa berdasarkan periode ketidakaktifan?,Mahasiswa dinyatakan kehilangan statusnya sebagai mahasiswa apabila berstatus tidak aktif selama 2 (dua) semester berturut-turut atau 4 (empat) semester secara tidak berurutan.,
TIDAK AKTIF,Kapan seorang mahasiswa dinyatakan kehilangan statusnya sebagai mahasiswa?,Seorang mahasiswa dinyatakan kehilangan statusnya sebagai mahasiswa apabila berstatus tidak aktif selama 2 (dua) semester berturut-turut atau 4 (empat) semester secara tidak berurutan.,
TIDAK AKTIF,Apa saja ketentuan yang harus dipenuhi agar Rektor dapat mempertimbangkan kembalinya status mahasiswa?,"Untuk dapat mempertimbangkan kembalinya status mahasiswa, mahasiswa harus mengajukan surat permohonan aktif kembali kepada Rektor paling lambat 1 bulan sebelum perkuliahan semester berikutnya dimulai. Jika permohonan disetujui oleh Rektor, mahasiswa wajib menyelesaikan semua kewajiban administratif, biaya pendidikan, dan wajib mendaftar ulang sesuai ketentuan yang berlaku.",
TIDAK AKTIF,Berapa kali izin aktif kembali dapat diberikan kepada mahasiswa dan bagaimana perhitungan masa studi selama tidak aktif?,"Izin aktif kembali bagi mahasiswa hanya diberikan sekali selama masa studi di UPN ""Veteran"" Jawa Timur, dan jangka waktu selama tidak aktif diperhitungkan sebagai masa studi.",
PINDAH STUDI,Siapa yang dapat mengajukan permohonan pindah studi dan apa tujuan pengajuannya?,Mahasiswa dapat mengajukan permohonan pindah studi untuk memperoleh transfer kredit atas mata kuliah yang telah diperoleh di program studi lain.,
PINDAH STUDI,Mata kuliah yang berasal dari program studi mana saja yang dapat diajukan untuk transfer kredit dalam konteks pindah studi?,"Mata kuliah yang dapat diajukan untuk transfer kredit adalah yang telah diperoleh dari program studi lain, baik program studi di lingkungan UPN ""Veteran Jawa Timur maupun perguruan tinggi lain.",
PINDAH STUDI,"Apa saja persyaratan awal yang harus dipenuhi mahasiswa untuk dapat mengajukan pindah studi di lingkungan UPN ""Veteran"" Jawa Timur?","Mahasiswa dapat mengajukan pindah studi apabila telah mengikuti kegiatan akademik paling sedikit 2 (dua) semester berturut-turut, bukan karena melanggar tata tertib kehidupan kampus atau sebab lain yang sejenis, tidak buta warna bagi fakultas/program studi yang mempersyaratkan, dan tidak cacat fisik yang dapat mengganggu proses belajar mengajar.",
PINDAH STUDI,Faktor-faktor apa saja yang menjadi pertimbangan fakultas dalam menyetujui permohonan pindah studi mahasiswa?,"Fakultas, baik fakultas asal maupun fakultas yang dituju, akan mempertimbangkan kemampuan daya tampung dan/atau hasil pengakuan mata kuliah yang telah ditempuh dan/atau sisa masa studi dalam menyetujui permohonan pindah studi.",
PINDAH STUDI,Kapan batas waktu pengajuan permohonan pindah studi dan berapa kali seorang mahasiswa diizinkan melakukan pindah studi?,"Pengajuan permohonan pindah studi diajukan oleh mahasiswa paling lambat 4 (empat) minggu sebelum awal kuliah Semester Gasal/Genap sesuai kalender akademik, dan pindah studi hanya diizinkan satu kali.",
PINDAH STUDI,Berapa kali mahasiswa diperbolehkan untuk melakukan pindah studi?,Mahasiswa hanya diizinkan untuk melakukan pindah studi satu kali.,
PINDAH STUDI,Apa saja syarat agar mata kuliah dapat ditransfer kreditkan saat proses pindah studi?,"Mata kuliah dapat ditransfer kreditkan apabila memiliki kandungan materi yang setara dengan mata kuliah pada kurikulum program studi yang sudah diikuti, atau jika dianggap mendukung ketercapaian kompetensi walaupun tidak setara, dapat ditransfer kreditkan sebagai mata kuliah pilihan.",
PINDAH STUDI,"Siapakah yang berwenang menetapkan keputusan pindah studi bagi mahasiswa di UPN ""Veteran"" Jawa Timur?","Pindah studi mahasiswa ditetapkan dengan Keputusan Rektor UPN ""Veteran"" Jawa Timur setelah memperoleh persetujuan dari fakultas dan program studi yang dituju.",
PINDAH STUDI,"Di mana tata pengajuan permohonan pindah studi di lingkungan UPN ""Veteran"" Jawa Timur diatur?","Tata pengajuan permohonan pindah studi di lingkungan UPN ""Veteran"" Jawa Timur diatur pada buku Pedoman Akademik.",
PINDAH STUDI,"Kapan UPN ""Veteran"" Jawa Timur menerima mahasiswa pindahan?","UPN ""Veteran"" Jawa Timur menerima mahasiswa pindahan di awal Semester Gasal (tahun ajaran baru).",
PINDAH STUDI,"Dari mana asal mahasiswa pindahan yang diterima oleh UPN ""Veteran"" Jawa Timur?","UPN ""Veteran"" Jawa Timur menerima mahasiswa pindahan yang berasal dari PTN lain.",
PINDAH STUDI,"Apa saja kriteria umum agar UPN ""Veteran"" Jawa Timur dapat menerima mahasiswa pindahan dari Perguruan Tinggi Negeri (PTN) lain?","UPN ""Veteran"" Jawa Timur menerima mahasiswa pindahan dari PTN lain apabila status Badan Akreditasi Nasional-Perguruan Tinggi (BAN-PT) / Lembaga Akreditasi Mandiri-Perguruan Tinggi (LAM-PT) perguruan tingginya sama atau lebih tinggi, fakultas/program studi dari PTN asal sejenis dan sejalur dengan yang dituju di UPN ""Veteran"" Jawa Timur dengan peringkat akreditasi yang setingkat atau lebih tinggi, tidak dalam status dikeluarkan / putus studi dari PTN lain, dan tidak pernah melakukan pelanggaran tata tertib kehidupan kampus yang dinyatakan dengan surat keterangan dari institusi asal.",
PINDAH STUDI,"Bagaimana persyaratan kesesuaian dan akreditasi fakultas/program studi asal bagi mahasiswa yang ingin pindah ke UPN ""Veteran"" Jawa Timur?","Fakultas/program studi dari PTN asal harus sejenis dan sejalur dengan fakultas/program studi yang dituju di lingkungan UPN ""Veteran"" Jawa Timur dan dengan peringkat akreditasi dari Badan Akreditasi Nasional-Perguruan Tinggi (BAN-PT) / Lembaga Akreditasi Mandiri-Perguruan Tinggi (LAM-PT) yang setingkat atau lebih tinggi.",
PINDAH STUDI,"Apa saja kondisi terkait status akademik dan disipliner calon mahasiswa pindahan dari PTN lain agar dapat diterima di UPN ""Veteran"" Jawa Timur?","Calon mahasiswa pindahan tidak dalam status dikeluarkan / putus studi dari PTN lain dan tidak pernah melakukan pelanggaran tata tertib kehidupan kampus universitas atau fakultas atau sebab lain yang sejenis, yang dinyatakan dengan surat keterangan dari institusi asal.",
PINDAH STUDI,Apa syarat yang berkaitan dengan riwayat pelanggaran tata tertib bagi calon mahasiswa yang mengajukan pindah studi?,"Calon mahasiswa yang mengajukan pindah studi tidak pernah melakukan pelanggaran tata tertib kehidupan kampus universitas atau fakultas atau sebab lain yang sejenis, yang harus dinyatakan dengan surat keterangan dari institusi asal.",
PINDAH STUDI,Apa saja alasan yang dapat dijadikan dasar pengajuan pindah studi?,"Alasan yang dapat dijadikan dasar pengajuan pindah studi meliputi mengikuti keluarga yang dikuatkan dengan surat keterangan dari pihak yang berwenang, sebagai utusan daerah atau PTN yang dikuatkan dengan surat usulan dari Pemerintah Daerah atau Rektor yang bersangkutan, atau kondisi force majeure seperti bencana alam dan kerusuhan.",
PINDAH STUDI,Bagaimana ketentuan lama studi yang harus dipenuhi di Perguruan Tinggi Negeri (PTN) asal untuk pengajuan pindah studi?,"Lama studi yang telah ditempuh di PTN asal paling sedikit 2 (dua) semester dan paling banyak 4 (empat) semester, dengan ketentuan untuk 2 semester adalah 40 SKS dan IPK 2,75, sedangkan untuk 4 semester adalah 72 SKS dan IPK 2,75.",
PINDAH STUDI,Kapan batas waktu pengajuan permohonan pindah studi mahasiswa?,Pengajuan permohonan pindah studi diajukan paling lambat 4 (empat) minggu sebelum awal kuliah Semester Gasal dimulai.,
PINDAH STUDI,Faktor-faktor apa saja yang menjadi pertimbangan dalam memberikan persetujuan pindah studi?,"Persetujuan pindah studi perlu mempertimbangkan kemampuan daya tampung pada fakultas/ program studi di lingkungan UPN ""Veteran"" Jawa Timur, konversi mata kuliah, serta sisa masa studi.",
PINDAH STUDI,"Bagaimana proses penetapan pindah studi mahasiswa di UPN ""Veteran"" Jawa Timur?","Pindah studi mahasiswa ditetapkan dengan Keputusan Rektor UPN ""Veteran"" Jawa Timur setelah memperoleh persetujuan dari fakultas atau program studi yang dituju.",
PINDAH STUDI,"Dalam kondisi apa Rektor UPN ""Veteran"" Jawa Timur dapat menetapkan kebijakan lain di luar ketentuan umum terkait pindah studi?","Rektor dapat menetapkan kebijakan lain di luar ketentuan umum terkait pindah studi dengan pertimbangan khusus, seperti kasus politik, kerusuhan, keamanan, atau bencana alam.",
PINDAH STUDI,"Apa saja persyaratan penerimaan mahasiswa Warga Negara Indonesia (WNI) atau Warga Negara Asing (WNA) yang pindah studi dari perguruan tinggi luar negeri ke UPN ""Veteran"" Jawa Timur?","UPN ""Veteran"" Jawa Timur menerima mahasiswa WNI atau WNA pindahan yang berasal dari perguruan tinggi luar negeri yang diakui oleh Kementerian Pendidikan dan Kebudayaan, telah mengikuti pendidikan sekurang-kurangnya 2 (dua) semester, serta memenuhi ketentuan yang berlaku.",
PINDAH STUDI,Kapan batas waktu pengajuan permohonan pindah studi?,Pengajuan permohonan pindah studi diajukan paling lambat 4 (empat) minggu sebelum awal kuliah Semester Gasal dimulai.,
PINDAH STUDI,"Apa saja persyaratan yang harus dipenuhi oleh mahasiswa Warga Negara Asing (WNA) dari perguruan tinggi luar negeri yang akan pindah studi ke UPN ""Veteran"" Jawa Timur?",Persyaratan yang harus dipenuhi meliputi daftar riwayat hidup; fotokopi/salinan ijazah dan transkrip akademik; surat keterangan jaminan pembiayaan selama mengikuti pendidikan di Indonesia berupa bank account; fotokopi paspor yang masih berlaku minimal 1 (satu) tahun; surat pernyataan tidak akan bekerja selama belajar di Indonesia; surat pernyataan akan mematuhi peraturan perundang-undangan yang berlaku di Indonesia; pasfoto terbaru; surat keterangan kesehatan dari instansi berwenang; dan surat izin dari Kementerian Pendidikan dan Kebudayaan.,
PINDAH STUDI,"Siapakah yang wajib menyerahkan persyaratan tertentu jika akan pindah studi menjadi mahasiswa di UPN ""Veteran"" Jawa Timur?","Mahasiswa Warga Negara Indonesia (WNI) dari perguruan tinggi luar negeri yang akan pindah studi menjadi mahasiswa di UPN ""Veteran"" Jawa Timur.",
PINDAH STUDI,"Apa saja persyaratan yang harus diserahkan oleh mahasiswa WNI dari perguruan tinggi luar negeri yang akan pindah studi ke UPN ""Veteran"" Jawa Timur?",Persyaratan yang harus diserahkan meliputi daftar riwayat hidup; fotokopi salinan ijazah dan transkrip akademik; surat pernyataan akan mematuhi segala peraturan perundang-undangan yang berlaku di Indonesia; pasfoto terbaru; dan surat keterangan kesehatan dari instansi berwenang.,
PUTUS STUDI,Apa saja kriteria umum yang menyebabkan seorang mahasiswa dinyatakan putus studi terkait batas waktu belajar atau evaluasi hasil belajar?,Mahasiswa dinyatakan putus studi apabila melebihi batas studi 7 (tujuh) tahun atau tidak dapat memenuhi ketentuan evaluasi hasil belajar sebagaimana tersebut pada pasal 29.,
PUTUS STUDI,Berapa lama ketidakaktifan mahasiswa dapat menjadi alasan untuk dinyatakan putus studi?,Mahasiswa dinyatakan putus studi apabila tidak aktif selama 2 (dua) semester berturut-turut atau 4 (empat) semester secara tidak berurutan.,
PUTUS STUDI,"Selain alasan akademik atau ketidakaktifan, faktor apa lagi yang dapat menyebabkan seorang mahasiswa dinyatakan putus studi?","Mahasiswa dapat dinyatakan putus studi apabila dinyatakan tidak laik lanjut studi atas dasar pertimbangan tes kesehatan (baik kesehatan fisik maupun mental) dari tim dokter yang ditunjuk oleh pimpinan universitas, mendapat sanksi atas pelanggaran akademik berat, atau mendapat keputusan pengadilan yang telah mempunyai kekuatan hukum tetap dengan hukuman sekurang-kurangnya 2 (dua) semester.",
PUTUS STUDI,Bagaimana prosedur bagi mahasiswa yang ingin mengajukan undur diri dari studi?,"Mahasiswa yang ingin mengajukan undur diri harus mengajukan surat permohonan yang disetujui orang tua, diketahui pembimbing akademik atau Koordinator Program Studi, dan ditujukan kepada Dekan. Selanjutnya, Dekan akan mengajukan permohonan kepada Rektor untuk diterbitkan Keputusan Rektor UPN ""Veteran"" Jawa Timur tentang undur diri.",
PUTUS STUDI,"Dalam kondisi seperti apa Rektor UPN ""Veteran"" Jawa Timur dapat menerbitkan keputusan pemutusan hubungan studi secara sepihak?","Rektor dapat menerbitkan Keputusan Rektor UPN ""Veteran"" Jawa Timur tentang pemutusan hubungan studi apabila mahasiswa yang dinyatakan tidak laik melanjutkan studi tidak mengajukan undur diri dalam waktu paling lambat 2 (dua) bulan sejak pernyataan tersebut.",
PUTUS STUDI,Hak apa yang tetap diberikan kepada mahasiswa meskipun telah putus studi?,Mahasiswa yang putus studi tetap diberikan hak untuk mendapatkan data hasil atau prestasi studinya.,
PUTUS STUDI,Berapa lama waktu maksimal bagi Dekan untuk mengajukan permohonan penerbitan Keputusan Rektor tentang putus studi setelah keputusan tim hukum atau pengadilan diterbitkan?,"Dekan harus mengajukan surat permohonan kepada Rektor untuk diterbitkan Keputusan Rektor UPN ""Veteran"" Jawa Timur tentang putus studi dalam waktu paling lambat 1 (satu) bulan setelah keputusan tim hukum UPN ""Veteran"" Jawa Timur yang dituangkan dalam Keputusan Rektor atau keputusan pengadilan.",
PUTUS STUDI,"Siapakah yang bertanggung jawab menerbitkan Keputusan Rektor UPN ""Veteran"" Jawa Timur mengenai pemutusan hubungan studi?","Rektor UPN ""Veteran"" Jawa Timur yang bertanggung jawab menerbitkan Keputusan Rektor tentang pemutusan hubungan studi, berdasarkan usulan dari Dekan.",
PUTUS STUDI,Hak apa yang tidak diberikan kepada mahasiswa yang putus studi?,Mahasiswa yang putus studi tidak diberikan hak untuk mendapatkan data hasil atau prestasi studi.,
KELULUSAN,"Berdasarkan teks, apa saja kriteria utama yang harus dipenuhi oleh seorang mahasiswa untuk dinyatakan lulus?","Kriteria utama kelulusan seorang mahasiswa meliputi: kelulusan ujian tugas akhir/skripsi di depan penguji atau tim penguji; penyerahan revisi tugas akhir/skripsi yang lolos dari deteksi anti plagiarisme dengan bukti surat keterangan similarity; status mahasiswa aktif dan tidak melampaui masa studi maksimum universitas; penyelesaian semua kewajiban administratif termasuk pengembalian koleksi perpustakaan/laboratorium; penyelesaian semua kewajiban studi dan tugas sesuai kurikulum (termasuk tugas akhir yang telah diperbaiki); serta pengunggahan tugas akhir/skripsi pada repository UPN ""Veteran Jawa Timur"".",
KELULUSAN,Bagaimana persyaratan terkait revisi tugas akhir/skripsi dalam hal deteksi anti plagiarisme agar mahasiswa dapat dinyatakan lulus?,Revisi tugas akhir/skripsi harus lolos dari deteksi anti plagiarisme dengan aplikasi tertentu dan dibuktikan dengan surat keterangan similarity.,
KELULUSAN,"Selain ujian tugas akhir dan penyerahan revisi skripsi, kewajiban lain apa saja yang harus dipenuhi mahasiswa terkait status akademik dan administrasi agar dapat dinyatakan lulus?","Mahasiswa harus berstatus sebagai mahasiswa aktif pada semester tersebut dan tidak melampaui masa studi maksimum yang ditetapkan universitas, serta menyelesaikan semua kewajiban administratif termasuk mengembalikan semua koleksi perpustakaan/laboratorium yang dipinjam.",
KELULUSAN,Apa saja syarat kelulusan yang berkaitan dengan tugas akhir atau skripsi?,"Syarat kelulusan yang berkaitan dengan tugas akhir atau skripsi meliputi pengunggahan tugas akhir/skripsi pada repositori UPN ""Veteran Jawa Timur"" dan memiliki artikel dari tugas akhir/skripsi yang telah dipublikasi paling rendah di jurnal nasional sebagai penulis pertama dengan status accepted/published.",
KELULUSAN,Bagaimana ketentuan publikasi artikel dari tugas akhir/skripsi yang menjadi syarat kelulusan?,Ketentuan publikasi artikel dari tugas akhir/skripsi yang menjadi syarat kelulusan adalah bahwa artikel tersebut harus telah dipublikasi paling rendah di jurnal nasional sebagai penulis pertama dengan status accepted/published.,
KELULUSAN,Melalui apa penetapan kelulusan mahasiswa diselenggarakan?,Penetapan kelulusan mahasiswa diselenggarakan melalui yudisium di tingkat fakultas.,
KELULUSAN,Apa konsekuensi bagi mahasiswa yang tidak menyerahkan revisi tugas akhir atau skripsi dalam waktu satu bulan sejak ujian dilaksanakan?,"Mahasiswa yang tidak menyerahkan revisi dalam waktu 1 (satu) bulan sejak pelaksanaan ujian tugas akhir/skripsi, wajib mengikuti ujian ulang.",
KELULUSAN,"Berapakah rentang Indeks Prestasi Kumulatif (IPK) yang harus diperoleh mahasiswa untuk mendapatkan predikat kelulusan ""sangat memuaskan""?","Predikat kelulusan ""sangat memuaskan"" diberikan apabila mahasiswa memperoleh IPK 3,01 (tiga koma nol satu) sampai dengan 3,50 (tiga koma lima nol).",
KELULUSAN,"Berapakah rentang Indeks Prestasi Kumulatif (IPK) yang diperlukan untuk memperoleh predikat kelulusan ""sangat memuaskan""?","Predikat kelulusan ""sangat memuaskan"" diberikan apabila seorang lulusan memperoleh IPK 3,01 sampai dengan 3,50.",
KELULUSAN,"Apa saja syarat yang harus dipenuhi untuk mendapatkan predikat kelulusan ""pujian (cumlaude)""?","Untuk mendapatkan predikat kelulusan ""pujian (cumlaude)"", seorang mahasiswa harus memperoleh IPK 3,51 sampai dengan 4,00, tidak terdapat nilai C pada transkrip, dan masa studinya ditentukan dengan memperhatikan masa studi terjadwal (n semester) ditambah 1 (satu) semester.",
KELULUSAN,"Penghargaan apa yang diberikan Rektor kepada lulusan yang mencapai predikat ""pujian (cumlaude)""?","Rektor memberikan penghargaan piagam kepada lulusan dengan predikat ""pujian (cumlaude)"".",
KELULUSAN,"Berapa kali UPN ""Veteran"" Jawa Timur menyelenggarakan upacara wisuda dalam satu tahun?","UPN ""Veteran"" Jawa Timur menyelenggarakan upacara wisuda sekurang-kurangnya 3 (tiga) kali periode kelulusan dalam 1 (satu) tahun.",
KELULUSAN,"Apa kewajiban mahasiswa program sarjana UPN ""Veteran"" Jawa Timur yang telah dinyatakan lulus terkait upacara wisuda?","Mahasiswa yang telah dinyatakan lulus dari pendidikan sarjana di UPN ""Veteran"" Jawa Timur wajib mengikuti upacara wisuda pada periode kelulusannya, atau selambat-lambatnya 1 (satu) periode wisuda berikutnya sejak dinyatakan lulus.",
KELULUSAN,Apa konsekuensi bagi mahasiswa yang belum mengikuti upacara wisuda sesuai ketentuan?,Mahasiswa yang belum mengikuti wisuda sebagaimana yang dimaksud ayat (2) belum bisa mendapatkan ijazah dan transkrip asli.,
KELULUSAN,Kriteria apa saja yang digunakan untuk menetapkan mahasiswa terbaik?,"Mahasiswa terbaik ditetapkan berdasarkan IPK tertinggi, masa studi tercepat dan tepat waktu, poin SKPM terbesar, serta kriteria lain yang ditetapkan oleh Fakultas.",
KELULUSAN,"Apa definisi gelar sarjana bagi lulusan UPN ""Veteran"" Jawa Timur?","Gelar sarjana adalah gelar yang diberikan kepada lulusan UPN ""Veteran"" Jawa Timur yang telah dinyatakan lulus pendidikan akademik program sarjana.",
