context,question,answer,pasal,ayat
perkuliahan mahasiswa transfer kredit,Apa yang harus dipenuhi oleh mahasiswa untuk mendapatkan status akademik sebagai mahasiswa transfer kredit?,Mahasiswa harus mengikuti kuliah sepenuhnya di luar UPN “Veteran” Jawa Timur selama sekurang-kurangnya 1 (satu) semester.,31,1
perkuliahan mahasiswa transfer kredit,"Apakah semua mahasiswa yang mengikuti program Student Exchange, Joint Degree atau Double Degree harus terdaftar sebagai mahasiswa UPN “Veteran” Jawa Timur?","Ya, mereka wajib terdaftar sebagai mahasiswa UPN “Veteran” Jawa Timur.",31,2
perkuliahan mahasiswa transfer kredit,Apa yang harus dilakukan oleh mahasiswa pada akhir program?,Mahasiswa wajib menyerahkan laporan hasil studi dengan nilai kelulusan yang diperoleh.,31,3
perkuliahan mahasiswa transfer kredit,Apakah nilai kelulusan yang diperoleh berpengaruh pada pengakuan mata kuliah yang telah ditempuh dan lulus?,"Ya, nilai kelulusan yang diperoleh harus diakui sebagai mata kuliah yang telah ditempuh dan lulus.",31,3
perkuliahan mahasiswa transfer kredit,"Apa yang terjadi pada mahasiswa yang mengikuti Student Exchange, Joint Degree, atau Double Degree tapi gagal?",Mahasiswa tersebut hanya diperhitungkan mata kuliah yang telah lulus dan tidak diakui sebagai mahasiswa transfer kredit.,31,4
perkuliahan mahasiswa transfer kredit,Apakah syarat untuk mengakui mata kuliah bagi mahasiswa yang telah menyelesaikan program Student Exchange?,Bukti yang diperlukan adalah sertifikat yang ditandatangani oleh Rektor dan Dekan.,31,5
perkuliahan mahasiswa transfer kredit,Bagaimana proses pengakuan mata kuliah bagi mahasiswa yang telah menyelesaikan program Double Degree?,Ijazah yang ditandatangani oleh Dekan dan Rektor serta memperoleh ijazah dari perguruan tinggi mitra kerjasama.,31,5
perkuliahan mahasiswa transfer kredit,Apakah masa studi mahasiswa transfer kredit diperhitungkan sebagai masa studi aktif?,"Ya, masa studi mahasiswa transfer kredit diperhitungkan penuh sebagai masa studi mahasiswa aktif.",31,6
perkuliahan mahasiswa transfer kredit,Bagaimana proses perkuliahan mahasiswa transfer kredit diintegrasikan ke dalam UPN “Veteran” Jawa Timur?,Proses perkuliahan mahasiswa transfer kredit dimasukkan ke dalam Bagian Kedua Perkuliahan Mahasiswa Transfer Kredit.,31,6
perkuliahan mahasiswa transfer kredit,"Apakah mahasiswa dari universitas lain dapat mengikuti program Student Exchange di UPN ""Veteran"" Jawa Timur?","Ya, mahasiswa dari universitas lain dapat mengikuti program Student Exchange di UPN ""Veteran"" Jawa Timur.

Context: perkuliahan mahasiswa transfer kredit",32,1
perkuliahan mahasiswa transfer kredit,"Apakah mahasiswa yang mengikuti program Joint Degree atau Double Degree harus terdaftar sebagai mahasiswa transfer kredit UPN ""Veteran"" Jawa Timur?","Ya, mahasiswa yang mengikuti program Joint Degree atau Double Degree harus terdaftar sebagai mahasiswa transfer kredit UPN ""Veteran"" Jawa Timur.",32,1
perkuliahan mahasiswa transfer kredit,Apakah mahasiswa transfer kredit diwajibkan membayar biaya pendidikan?,"Mereka dapat diwajibkan atau tidak, tergantung pada kesepakatan yang tertuang dalam kontrak atau perjanjian kerjasama.

Context: perkuliahan mahasiswa transfer kredit",32,2
perkuliahan mahasiswa transfer kredit,Apakah keputusan tentang pembayaran biaya pendidikan oleh mahasiswa transfer kredit ditentukan oleh universitas sendiri?,"Tidak, keputusannya disesuaikan dengan kesepakatan yang ada dalam kontrak atau perjanjian kerjasama.",32,2
perkuliahan mahasiswa transfer kredit,Apakah mahasiswa transfer kredit dapat mengambil mata kuliah dari berbagai program studi dalam satu semester?,"Ya, mahasiswa transfer kredit dapat mengambil beberapa mata kuliah di berbagai program studi dalam satu semester berjalan secara bersamaan.",32,3
perkuliahan mahasiswa transfer kredit,Apakah syarat untuk pengakuan mata kuliah bagi mahasiswa yang melakukan program Student Exchange?,Bukti telah menyelesaikan program tersebut adalah sertifikat yang ditandatangani oleh Rektor dan Dekan.,32,4
perkuliahan mahasiswa transfer kredit,Bagaimana bukti penyelesaian program Joint Degree diakui sebagai ijazah?,Ijazah yang ditandatangani oleh Rektor UPN “Veteran” Jawa Timur bersama dengan Rektor perguruan tinggi mitra kerjasama.,32,4
kuliah kerja nyata (kkn),Apa yang harus dilakukan oleh mahasiswa dalam program kkn?,Mahasiswa wajib mengikuti kegiatan KKN.,33,1
kuliah kerja nyata (kkn),Mengapa mahasiswa diwajibkan untuk mengikuti kegiatan KKN?,Karena itu merupakan syarat yang harus dipenuhi sebagai bagian dari program kuliah kerja nyata.,33,1
kuliah kerja nyata (kkn),Apakah syarat utama untuk menjadi peserta KKN?,Peserta KKN haruslah mahasiswa yang telah dinyatakan lulus mata kuliah dan mengumpulkan SKS kumulatif paling sedikit 100 (seratus) SKS dengan IPK 2.75.,33,2
kuliah kerja nyata (kkn),Apakah syarat lain yang harus dipenuhi oleh peserta KKN?,Peserta KKN juga harus memiliki Surat Keterangan Kompetensi Softskill dan Hardskill yang telah mencapai 100 poin.,33,2
kuliah kerja nyata (kkn),Apa kegiatan KKN yang ditawarkan Universitas?,Mahasiswa dapat mengikuti salah satu kegiatan Kuliah Kerja Nyata yang ditetapkan oleh Lembaga Penelitian dan Pengabdian kepada Masyarakat (LPPM).,33,3
kuliah kerja nyata (kkn),Siapa yang menetapkan kegiatan KKN yang ditawarkan Universitas?,Lembaga Penelitian dan Pengabdian kepada Masyarakat (LPPM) yang menetapkan kegiatan Kuliah Kerja Nyata.,33,3
kuliah kerja nyata (kkn),Berapa lama waktu penyelenggaraan KKN?,Penyelenggaraan KKN minimal selama satu bulan dan maksimal 6 bulan.,33,4
kuliah kerja nyata (kkn),Siapa yang bertanggung jawab dalam mengkoordinasikan kegiatan KKN?,LPPM (Lembaga Penelitian dan Pengabdian Masyarakat) yang bertanggung jawab dalam mengkoordinasikan kegiatan KKN.,33,4
kuliah kerja nyata (kkn),Siapa yang menetapkan jumlah SKS untuk setiap jenis KKN?,LPPM bersama Prodi.,33,5
kuliah kerja nyata (kkn),Apakah jadwal pelaksanaan KKN diatur dalam dokumen yang resmi?,"Ya, jadwal pelaksanaan KKN diatur dalam kalender akademik yang ditetapkan dengan Keputusan Rektor UPN “Veteran” Jawa Timur.",33,6
kuliah kerja nyata (kkn),Siapa yang menetapkan kalender akademik untuk pelaksanaan KKN?,Keputusan Rektor UPN “Veteran” Jawa Timur.,33,6
kuliah kerja nyata (kkn),Apakah Rektor dapat menetapkan kegiatan tertentu yang diakui dan disetarakan dengan KKN?,"Ya, Rektor dapat menetapkan kegiatan tertentu yang diakui dan disetarakan dengan Kuliah Kerja Nyata (KKN), seperti yang dituangkan dalam Keputusan Rektor UPN “Veteran” Jawa Timur.",33,7
kuliah kerja nyata (kkn),Apakah Keputusan Rektor UPN “Veteran” Jawa Timur menyangkut kegiatan tertentu yang diakui dan disetarakan dengan KKN?,"Ya, Keputusan Rektor UPN “Veteran” Jawa Timur menyangkut kegiatan tertentu yang diakui dan disetarakan dengan Kuliah Kerja Nyata (KKN).",33,7
kuliah kerja nyata (kkn),Apakah ada buku pedoman yang mengatur tata cara dan persyaratan pendaftaran KKN?,"Ya, Buku Pedoman Pelaksanaan KKN mengatur lebih lanjut tentang tata cara dan persyaratan pendaftaran KKN.",33,8
kuliah kerja nyata (kkn),Bagaimana cara mendapatkan informasi lebih lanjut tentang proses pendaftaran KKN?,Informasi lebih lanjut dapat diperoleh dari Buku Pedoman Pelaksanaan KKN.,33,8
"dosen, pembimbing akademik, dan pembimbing tugas akhir",Apa saja tugas dosen dalam melaksanakan perkuliahan?,"Melaksanakan perkuliahan merupakan salah satu tugas dosen yang meliputi mengatur alokasi waktu perkuliahan, menegakkan disiplin perkuliahan, memberikan pembahasan penyelesaian permasalahan pada tes/ujian, dan menginformasikan nilai tes/ujian/tugas kepada mahasiswa.",34,1
"dosen, pembimbing akademik, dan pembimbing tugas akhir",Bagaimana cara dosen melaporkan kegiatan perkuliahan di Pangkalan Data Pendidikan Tinggi (PD-DIKTI)?,Dosen harus melaporkan kegiatan perkuliahan di PD-DIKTI setiap akhir semester dengan mempublikasikan mata kuliah yang diampu pada semester tersebut.,34,1
"dosen, pembimbing akademik, dan pembimbing tugas akhir",Apa saja tanggung jawab Pembimbing Akademik?,"Menegakkan disiplin perkuliahan, menginformasikan pembahasan penyelesaian permasalahan pada tes/ujian, dan menginformasikan nilai tes/ujian/tugas kepada mahasiswa.

Context: Dosen, Pembimbing Akademik, dan Pembimbing Tugas Akhir",34,1
"dosen, pembimbing akademik, dan pembimbing tugas akhir",Apakah yang harus dilakukan oleh Pembimbing Akademik dalam memberikan informasi nilai?,Menginformasikan nilai tes/ujian/tugas kepada mahasiswa.,34,1
"dosen, pembimbing akademik, dan pembimbing tugas akhir",Siapa yang menetapkan dosen pembimbing akademik untuk setiap mahasiswa?,Fakultas yang menetapkan dosen pembimbing akademik untuk setiap mahasiswa.,35,1
"dosen, pembimbing akademik, dan pembimbing tugas akhir",Siapa yang merupakan pembimbing akademik untuk mahasiswa program sarjana?,"Pembimbing akademik untuk mahasiswa program sarjana adalah dosen tetap yang bergelar minimal magister.

Context: dosen, pembimbing akademik, dan pembimbing tugas akhir",35,2
"dosen, pembimbing akademik, dan pembimbing tugas akhir",Apakah ada syarat pendidikan minimum bagi seorang dosen yang menjadi pembimbing akademik?,"Ya, seorang dosen harus memiliki gelar minimal magister untuk dapat menjadi pembimbing akademik.",35,2
"dosen, pembimbing akademik, dan pembimbing tugas akhir",Apa saja tugas yang harus dilakukan oleh Pembimbing Akademik?,"Tugas Pembimbing Akademik adalah mengarahkan mahasiswa menyusun rencana studi, memberikan pertimbangan memilih mata kuliah, menyetujui KRS, dan lain-lain.

Context: dosen, pembimbing akademik, dan pembimbing tugas akhir",35,3
"dosen, pembimbing akademik, dan pembimbing tugas akhir",Bagaimana Pembimbing Akademik melaporkan kinerja sebagai Pembimbing Akademik?,Pembimbing Akademik harus melaporkan kinerja kepada pimpinan unit minimal 1 kali per semester.,35,3
"dosen, pembimbing akademik, dan pembimbing tugas akhir",Apa tujuan pelaksanaan tugas pembimbing akademik?,Pelaksanaan tugas pembimbing akademik merupakan salah satu komponen evaluasi kinerja dosen.,35,5
"dosen, pembimbing akademik, dan pembimbing tugas akhir",Siapa yang termasuk dalam komponen evaluasi kinerja dosen berdasarkan kegiatan pembimbingan akademik?,Bagian Ketiga Pembimbing Tugas Akhir/Skripsi.,35,5
"dosen, pembimbing akademik, dan pembimbing tugas akhir",Apa peran dosen dalam penyusunan tugas akhir mahasiswa?,Dosen bertanggung jawab atas penyelesaian dan evaluasi tugas akhir mahasiswa.,36,1
"dosen, pembimbing akademik, dan pembimbing tugas akhir",Bagaimana hubungan antara dosen pembimbing akademik dan dosen pembimbing tugas akhir?,Kedua dosen tersebut bekerja sama dalam menemani proses penyusunan tugas akhir mahasiswa.,36,1
"dosen, pembimbing akademik, dan pembimbing tugas akhir",Berapa jumlah maksimal dosen yang dapat menjadi pembimbing tugas akhir untuk 1 (satu) orang mahasiswa?,Jumlah pembimbing tugas akhir/skripsi untuk 1 (satu) orang mahasiswa paling banyak 2 (dua) orang dosen.,36,2
"dosen, pembimbing akademik, dan pembimbing tugas akhir",Siapakah yang dapat menjadi pembimbing utama?,"Dosen tetap dengan jabatan fungsional minimal asisten ahli dan bergelar magister.

Context: dosen, pembimbing akademik, dan pembimbing tugas akhir",36,3
"dosen, pembimbing akademik, dan pembimbing tugas akhir",Apa syarat lain yang harus dipenuhi oleh seorang pembimbing utama?,Pembimbing utama harus memiliki bidang kepakaran yang relevan dengan tugas akhir.,36,3
"dosen, pembimbing akademik, dan pembimbing tugas akhir",Siapakah yang dapat menjadi pembimbing kedua untuk mahasiswa?,"Dosen tetap universitas atau dosen tidak tetap, atau pakar dari lembaga lain yang disetarakan dengan pendidikan magister.",36,4
"dosen, pembimbing akademik, dan pembimbing tugas akhir",Apa syarat bidang kepakaran yang harus dimiliki oleh pembimbing kedua?,Pembimbing kedua harus mempunyai bidang kepakaran yang relevan dengan tugas akhir.,36,4
"dosen, pembimbing akademik, dan pembimbing tugas akhir",Siapa yang mengajukan usulan dosen sebagai pembimbing tugas akhir/skripsi kepada Dekan?,Jurusan atau Koordinator Program Studi.,36,5
"dosen, pembimbing akademik, dan pembimbing tugas akhir",Siapa yang menetapkan penugasan dosen pembimbing tugas akhir/ skripsi?,Dekan menetapkan penugasan dosen pembimbing tugas akhir/ skripsi atas usulan dari Jurusan / Program Studi.,36,6
"dosen, pembimbing akademik, dan pembimbing tugas akhir",Bagaimana proses penunjukan dosen pembimbing tugas akhir/ skripsi dilakukan?,Penunjukan dosen pembimbing tugas akhir/ skripsi dilakukan melalui Keputusan Dekan.,36,6
"dosen, pembimbing akademik, dan pembimbing tugas akhir",Apa beban kerja dosen dalam membimbing penelitian terstruktur untuk penyusunan tugas akhir?,Beban kerja dosen dalam membimbing penelitian terstruktur untuk penyusunan tugas akhir paling banyak 8 (delapan) mahasiswa per semester.,36,7
"dosen, pembimbing akademik, dan pembimbing tugas akhir",Berapa jumlah mahasiswa yang dapat dibimbing oleh dosen dalam satu semester menurut ketentuan ini?,Dosen hanya dapat membimbing maksimal 8 (delapan) mahasiswa per semester.,36,7
"dosen, pembimbing akademik, dan pembimbing tugas akhir",Apakah tanggung jawab Koordinator Program Studi dalam proses pembimbingan skripsi?,Koordinator Program Studi membantu proses pembimbingan skripsi secara berkala dan dapat mengusulkan penggantian dosen pembimbing skripsi jika proses pembimbingan tidak berjalan dengan baik dan teratur.,36,8
"dosen, pembimbing akademik, dan pembimbing tugas akhir",Apa yang dimaksud dengan pembimbingan di lingkungan kampus?,Pembimbingan dilakukan di lingkungan kampus secara terstruktur.,36,9
"dosen, pembimbing akademik, dan pembimbing tugas akhir",Berapa kali pembimbingan harus dilakukan dalam satu semester?,Paling sedikit 6 (enam) kali.,36,9
"dosen, pembimbing akademik, dan pembimbing tugas akhir",Bagaimana keberatan atas penunjukan pembimbing tugas akhir/skripsi diselesaikan?,Diselesaikan oleh Ketua Jurusan atau Wakil Dekan 1.,36,10
"dosen, pembimbing akademik, dan pembimbing tugas akhir",Apa saja tugas pokok seorang dosen pembimbing tugas akhir/skripsi?,"Seorang dosen pembimbing tugas akhir/skripsi memiliki beberapa tugas, yaitu mengarahkan topik-topik penelitian/tugas akhir yang mendukung roadmap penelitian Fakultas, Universitas atau Rencana Induk Riset Nasional (RIRN) atau topik-topik penelitian yang menjadi prioritas pemerintah karena situasi yang terjadi, serta mengkoreksi dan memastikan bahwa laporan tugas akhir/skripsi telah disusun dengan baik sesuai dengan kaidah ilmiah.",36,11
"dosen, pembimbing akademik, dan pembimbing tugas akhir",Bagaimana proses persetujuan topik penelitian/tugas akhir oleh seorang dosen pembimbing?,"Seorang dosen pembimbing memberikan persetujuan tentang topik yang diambil oleh mahasiswa bimbingannya sesuai dengan topik yang diarahkan, dan ini harus disesuaikan dengan kaidah ilmiah.",36,11
"dosen, pembimbing akademik, dan pembimbing tugas akhir",Apa yang harus diperhatikan oleh seorang dosen dalam menyusun laporan tugas akhir/skripsi?,Laporan tugas akhir/skripsi harus disusun dengan baik sesuai dengan kaidah ilmiah dan mengikuti format penulisan ilmiah.,36,11
"dosen, pembimbing akademik, dan pembimbing tugas akhir",Apa yang menjadi tanggung jawab seorang dosen sebagai pembimbing akademik dalam memantau kemampuan mahasiswa?,"Sebagai pembimbing akademik, dosen harus memastikan bahwa mahasiswanya sudah siap diujikan tugas akhir/skripsinya.",36,11
"dosen, pembimbing akademik, dan pembimbing tugas akhir",Berapa lama waktu yang dibutuhkan oleh dosen pembimbing untuk menyelesaikan pembimbingan tugas akhir/skripsi?,"Maksimal 1 (satu) semester atau 2 (dua semester), tergantung pada bidang ilmu tertentu.",36,12
"dosen, pembimbing akademik, dan pembimbing tugas akhir",Apakah ada perbedaan waktu penyelesaian pembimbingan tugas akhir/skripsi untuk bidang ilmu yang berbeda?,"Ya, ada perbedaan waktu penyelesaian pembimbingan tugas akhir/skripsi untuk bidang ilmu tertentu yang membutuhkan waktu lebih lama.",36,12
semester antara,"Apakah UPN ""Veteran"" Jawa Timur dapat menyelenggarakan Semester Antara dalam satu tahun akademik?","Ya, UPN ""Veteran"" Jawa Timur dapat menyelenggarakan Semester Antara sebagai bagian dari satu tahun akademik yang terdiri atas 2 (dua) semester.",37,1
semester antara,Bagaimana lama waktu yang diperlukan untuk menyelesaikan Semester Antara?,Paling sedikit 8 (delapan) minggu.,37,2
semester antara,Siapa yang mengatur Pelaksanaan Semester Antara?,Fakultas.,37,3
status mahasiswa,Apa saja status akademik yang dapat dialami oleh mahasiswa pada setiap semester?,"Status akademik yang dapat dialami oleh mahasiswa pada setiap semester adalah Aktif, tidak aktif, cuti akademik, mendapatkan sanksi, pindah studi (transfer), undur diri, putus studi/ Drop Out (DO), meninggal dunia, dan lulus.

Context: status mahasiswa",38,1
status mahasiswa,"Apa yang dimaksud dengan status ""tidak aktif"" pada setiap semester?","Status ""tidak aktif"" pada setiap semester adalah kondisi di mana mahasiswa tidak mengikuti kuliah atau kegiatan akademik.",38,1
status mahasiswa,Apakah evaluasi dan analisis yang dilakukan Fakultas terkait dengan status mahasiswa memiliki tujuan untuk menjamin kualitas pendidikan?,"Ya, evaluasi dan analisis tersebut merupakan bagian dari proses penjaminan mutu yang bertujuan untuk memastikan bahwa program studi dapat mencapai standar kualitas yang diinginkan.",38,2
cuti akademik,Apakah masa cuti akademik minimal berapa lama?,Masa cuti akademik minimal adalah 1 (satu) semester.,39,1
cuti akademik,Berapa banyak maksimal masa cuti akademik yang diperbolehkan?,Masa cuti akademik maksimal sebanyak-banyaknya 2 (dua) semester.,39,1
cuti akademik,Apakah syarat utama yang harus dipenuhi oleh mahasiswa sebelum dapat meminta cuti akademik?,Mahasiswa harus telah mengikuti kegiatan akademik sekurang-kurangnya 2 (dua) semester.,39,2
cuti akademik,Apakah jadwal pengajuan cuti akademik dapat berbeda dari kalender akademik?,"Ya, jadwal pengajuan cuti akademik dapat berbeda dari kalender akademik untuk keperluan cuti akademik karena alasan khusus.",39,3
cuti akademik,Bagaimana cara mengajukan cuti akademik yang tidak tercantum dalam kalender akademik?,"Pengajuan cuti akademik harus dilakukan dengan mengikuti prosedur yang berlaku, tetapi untuk keperluan cuti akademik karena alasan khusus dapat diatur secara khusus.",39,3
cuti akademik,Apa itu cuti akademik karena alasan khusus?,Cuti akademik karena alasan khusus adalah cuti akademik yang diberikan karena mahasiswa mengalami halangan yang tidak dapat dihindari.,39,4
cuti akademik,Apa saja contoh halangan yang dapat menyebabkan mahasiswa membutuhkan cuti akademik karena alasan khusus?,"Contoh halangan tersebut antara lain melahirkan, melaksanakan tugas negara, tugas universitas atau menjalani pengobatan yang tidak memungkinkan untuk mengikuti kegiatan akademik.",39,4
cuti akademik,Apakah cuti akademik tidak termasuk dalam hitungan masa studi?,"Ya, cuti akademik tidak dihitung sebagai masa studi.",39,5
cuti akademik,Apakah izin cuti akademik dapat disurutkan?,"Tidak, karena izin cuti akademik tidak berlaku surut.",39,6
cuti akademik,Apakah mahasiswa yang sedang cuti akademik harus membayar biaya pendidikan?,"Tidak, karena mereka tidak diwajibkan membayar biaya pendidikan/ UKT.",39,7
cuti akademik,Bagaimana dengan status keuangan mahasiswa selama masa cuti akademik?,"Status keuangannya tetap sama, dan mereka tidak diharuskan membayar biaya pendidikan.",39,7
cuti akademik,Apakah mahasiswa yang telah mendapatkan izin cuti akademik masih boleh melanjutkan kegiatan akademik?,"Tidak, karena mereka tidak diperkenankan melakukan kegiatan akademik menurut ketentuan izin tersebut.",39,8
cuti akademik,Apakah mahasiswa yang sedang menjalani hukuman skorsing dapat mengajukan cuti akademik?,"Tidak, karena mereka tidak dapat mengajukan cuti akademik selama menjalani hukuman skorsing.",39,9
cuti akademik,Bagaimana status mahasiswa yang sedang cuti akademik dilaporkan pada pangkalan data pendidikan tinggi?,"Statusnya tidak aktif/cuti, sehingga tetap memperhatikan penjaminan mutu.",39,10
cuti akademik,Apakah mahasiswa harus mengajukan cuti akademik kepada Rektor atau Wakil Rektor I?,Mahasiswa harus mengajukan cuti akademik kepada Rektor atau Wakil Rektor I.,40,1
cuti akademik,Apakah bentuk formal persetujuan cuti akademik?,Persetujuan cuti akademik diterbitkan dalam bentuk Surat Ijin Cuti Akademik.,40,2
cuti akademik,Apakah formulir apa yang harus diisi untuk mengajukan permohonan cuti akademik?,"Formulir yang tersedia dan juga transkrip akademik, bukti pembayaran UKT terakhir, fotokopi Kartu Tanda Mahasiswa (KTM), dan dokumen pendukung alasan cuti.",40,3
cuti akademik,Apakah cuti akademik dapat diajukan jika perkuliahan sudah berjalan?,"Tidak, cuti akademik tidak bisa diajukan pada saat perkuliahaan sudah berjalan.",40,4
cuti akademik,Kapan waktu yang tepat untuk mengajukan cuti akademik?,Waktu yang tepat untuk mengajukan cuti akademik adalah sebelum perkuliahan dimulai atau di tengah semester.,40,4
cuti akademik,Apa yang harus dilakukan oleh operator sistem BAKPK berdasarkan surat izin cuti?,Operator sistem BAKPK wajib memutakhirkan status mahasiswa menjadi cuti sebelum masa registrasi administratif berakhir.,40,5
tidak aktif,Apakah mahasiswa yang tidak melaksanakan registrasi administratif dan/atau registrasi akademik akan mendapatkan status akademik apa?,Mahasiswa tersebut akan memperoleh status akademik tidak aktif pada semester berjalan.,41,1
tidak aktif,Apakah mahasiswa yang berstatus tidak aktif harus membayar biaya pendidikan?,"Ya, mahasiswa yang berstatus tidak aktif diwajibkan membayar biaya pendidikan sebesar 100 (seratus) persen selama semester tidak aktif.",41,2
tidak aktif,Apakah definisi mahasiswa yang tidak aktif menurut ketentuan ini?,Mahasiswa yang tidak aktif adalah mereka yang telah berstatus tidak aktif selama 2 (dua) semester berturut-turut atau 4 (empat) semester secara tidak berurutan.,41,3
tidak aktif,Apakah ada syarat untuk mahasiswa yang ingin aktif kembali?,"Ya, mahasiswa harus mengajukan surat permohonan aktif kembali kepada Rektor paling lambat 1 bulan sebelum perkuliahan semester berikutnya dimulai.",41,4
tidak aktif,Apakah ada batasan jumlah kali mahasiswa dapat kembali aktif belajar?,"Ya, menurut ayat (4), hanya sekali selama masa studi di UPN “Veteran” Jawa Timur.",41,5
pindah studi,Apakah mahasiswa dapat mengajukan permohonan pindah studi untuk memperoleh transfer kredit?,"Ya, mahasiswa dapat mengajukan permohonan pindah studi untuk memperoleh transfer kredit atas mata kuliah yang telah diperoleh di program studi lain.",42,1
pindah studi,Apakah perluhan transfer kredit ini dapat dilakukan baik di lingkungan UPN “Veteran” Jawa Timur maupun perguruan tinggi lain?,"Ya, perluhan transfer kredit ini dapat dilakukan baik di lingkungan UPN “Veteran” Jawa Timur maupun perguruan tinggi lain.",42,1
pindah studi,Apakah syarat untuk melakukan pindah studi di lingkungan UPN “Veteran” Jawa Timur?,"Mahasiswa harus telah mengikuti kegiatan akademik paling sedikit 2 (dua) semester berturut-turut, tidak melanggar tata tertib kehidupan kampus atau sebab lain yang sejenis, dan memenuhi persyaratan program studi yang dituju.",43,1
pindah studi,Apakah dokumen apa saja yang dibutuhkan untuk mengajukan permohonan pindah studi?,"Dokumen yang dibutuhkan adalah pengakuan mata kuliah yang telah ditempuh dan/atau sisa masa studi, serta rekomendasi dari fakultas asal maupun fakultas yang dituju.",43,1
pindah studi,Apakah ada batasan untuk mengubah program studi?,"Ya, pindah studi hanya diizinkan satu kali.",43,2
pindah studi,Apakah syarat yang harus dipenuhi oleh mata kuliah yang dapat ditransferkreditkan?,Mata kuliah yang dapat ditransferkreditkan harus memiliki kandungan materi yang setara dengan mata kuliah yang terdapat pada kurikulum program studi yang sudah diikuti.,43,3
pindah studi,Apakah ada kecuali untuk syarat transfer kreditan mata kuliah?,"Ya, apabila mata kuliah yang diambil tidak memenuhi kriteria dalam butir a, namun dianggap mendukung ketercapaian kompetensi, dapat ditransferkreditkan sebagai mata kuliah pilihan.",43,3
pindah studi,Apakah lama studi yang telah ditempuh tetap diperhitungkan dalam masa studi pada fakultas/program studi yang dituju?,"Ya, lama studi yang telah ditempuh tetap diperhitungkan dalam masa studi pada fakultas/program studi yang dituju.",43,4
pindah studi,Bagaimana proses pindah studi berdasarkan kriteria yang telah ditentukan?,"Proses pindah studi berdasarkan kriteria yang telah ditentukan, seperti lama studi dan kecocokan program studi.",43,4
pindah studi,"Bagaimana proses pindah studi mahasiswa di Universitas Pembangunan Nasional ""Veteran"" Jawa Timur?",Pindah studi mahasiswa ditetapkan dengan Keputusan Rektor UPN “Veteran” Jawa Timur setelah memperoleh persetujuan dari fakultas dan program studi yang dituju.,43,5
pindah studi,Apakah proses pengajuan permohonan pindah studi di UPN “Veteran” Jawa Timur ditetapkan dalam buku Pedoman Akademik?,"Ya, tatacara pengajuan permohonan pindah studi di lingkungan UPN “Veteran” Jawa Timur diatur pada buku Pedoman Akademik.",43,6
pindah studi,"Apakah UPN ""Veteran"" Jawa Timur menerima mahasiswa pindahan dari PTN lain di awal Semester Gasal?","Ya, UPN “Veteran” Jawa Timur menerima mahasiswa pindahan yang berasal dari PTN lain di awal Semester Gasal (tahun ajaran baru).",44,1
pindah studi,"Apakah UPN ""Veteran"" Jawa Timur menerima mahasiswa pindahan dari PTN lain jika status BAN-PT/LAM-PT perguruan tingginya sama atau lebih tinggi?","Ya, UPN ""Veteran"" Jawa Timur dapat menerima mahasiswa pindahan dari PTN lain dengan status BAN-PT/LAM-PT yang sama atau lebih tinggi.",44,2
pindah studi,"Apakah fakultas/program studi asal harus sejenis dan sejalur dengan fakultas/program studi tujuan di UPN ""Veteran"" Jawa Timur untuk diterima sebagai mahasiswa pindahan?","Ya, fakultas/program studi asal harus sejenis dan sejalur dengan fakultas/program studi tujuan di UPN ""Veteran"" Jawa Timur.",44,2
pindah studi,Apa yang dimaksud dengan alasan pindah karena mengikuti keluarga?,"Alasan pindah karena mengikuti keluarga adalah kondisi ketika mahasiswa memutuskan untuk pindah ke universitas lain karena harus mengikuti keluarganya, seperti dikuatkan dengan surat keterangan dari pihak yang berwenang.",44,2
pindah studi,Apakah lama studi minimal yang diperlukan untuk pindah studi ke PTN lain?,Lama studi minimal adalah 2 (dua) semester.,44,3
pindah studi,Apakah lama studi yang telah ditempuh masih diperhitungkan dalam proses pindah studi ke fakultas/program studi UPN “Veteran” Jawa Timur?,"Ya, lama studi yang telah ditempuh tetap diperhitungkan dalam masa studi pada fakultas/program studi UPN “Veteran” Jawa Timur yang dituju.",44,4
pindah studi,Apakah ada batas waktu untuk mengajukan permohonan pindah studi?,"Ya, pengajuan permohonan pindah studi harus diajukan paling lambat 4 (empat) minggu sebelum awal kuliah Semester Gasal dimulai.",44,5
pindah studi,Apakah perlu mempertimbangkan kemampuan daya tampung pada fakultas/ program studi di lingkungan UPN “Veteran” Jawa Timur sebelum melakukan pindah studi?,"Ya, persetujuan pindah studi perlu mempertimbangkan kemampuan daya tampung pada fakultas/ program studi di lingkungan UPN “Veteran” Jawa Timur.",44,6
pindah studi,Apakah konversi mata kuliah juga menjadi pertimbangan dalam melakukan pindah studi?,"Ya, konversi mata kuliah merupakan salah satu faktor yang perlu dipertimbangkan sebelum melakukan pindah studi.",44,6
pindah studi,Bagaimana keputusan untuk pindah studi mahasiswa ditetapkan?,Keputusan Rektor UPN “Veteran” Jawa Timur.,44,7
pindah studi,Apakah persetujuan apa saja yang diperlukan sebelum memutuskan untuk pindah studi?,Persetujuan dari fakultas/program studi yang dituju.,44,7
pindah studi,Apakah Rektor dapat menetapkan ketentuan yang berbeda dari aturan standar untuk kasus tertentu?,"Ya, Rektor dapat menetapkan lain di luar ketentuan tersebut di atas dengan pertimbangan khusus.",44,8
